

    0.249999999999997316E-02   -0.494065645841246544-322    0.596597492694854736E+01    0.148569250106811523E+01    0.642354786396026611E-01    0.253966689109802246E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.147504079341888428E+02    0.874990320205688477E+01    0.216169744729995728E+01    0.253417074680328369E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.617944121360778809E+01    0.101660132408142090E+01    0.775832235813140869E+00    0.814401805400848389E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.112266665697097778E+02    0.438155418634414673E+01    0.249668359756469727E+00    0.882902026176452637E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.148549488186836243E+02    0.981982111930847168E+01    0.189285755157470703E+01    0.624092757701873779E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.411814481019973755E+01    0.583943462371826172E+01    0.230197757482528687E+00    0.794755935668945312E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.288315117359161377E+01    0.554644519090652466E+01    0.209606587886810303E+01    0.851900398731231689E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.249115973711013794E+01    0.370524442195892334E+01    0.218219786882400513E+01    0.101544737815856934E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.264648199081420898E+01    0.695547455549240112E+01    0.970050692558288574E-02    0.803741931915283203E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.892650961875915527E+01    0.621064543724060059E+00    0.614428669214248657E+00    0.962701380252838135E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.164703726768493652E+01    0.128249311447143555E+01    0.245007097721099854E+01    0.182449817657470703E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.119155588746070862E+02    0.362238162755966187E+01    0.168062120676040649E+01    0.770733773708343506E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.379044413566589355E+01    0.495261311531066895E+01    0.206241086125373840E+01    0.736934483051300049E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.847728073596954346E+01    0.296450734138488770E+00    0.122798398137092590E+01    0.341899394989013672E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.125442811846733093E+02    0.945773273706436157E+01    0.325462520122528076E+00    0.222637474536895752E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.115780493617057800E+02    0.106603354215621948E+01    0.137935295701026917E+01    0.231330990791320801E-01
    0.249999999999997316E-02   -0.494065645841246544-322    0.217379271984100342E+01    0.517873597145080566E+01    0.111471235752105713E+01    0.249597370624542236E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.489569216966629028E+01    0.458675503730773926E+01    0.242307350039482117E+01    0.927250802516937256E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.102133780717849731E+01    0.199342519044876099E+01    0.152648225426673889E+01    0.992877006530761719E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.623412251472473145E+01    0.105079606771469116E+02    0.191950500011444092E+00    0.383630514144897461E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.511695742607116699E+00    0.101578764319419861E+02    0.222113400697708130E+01    0.393223762512207031E-02
    0.249999999999997316E-02   -0.494065645841246544-322    0.151748567819595337E+01    0.125860633850097656E+02    0.296405553817749023E+00    0.633623063564300537E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.148434063792228699E+02    0.108967677950859070E+02    0.217418164014816284E+01    0.740148782730102539E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.142281541228294373E+02    0.115927202701568604E+02    0.437250733375549316E+00    0.734264314174652100E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.876832008361816406E+00    0.183276796340942383E+01    0.150807946920394897E+00    0.380445599555969238E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.391858667135238647E+01    0.481108874082565308E+01    0.122394487261772156E+01    0.521018624305725098E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.611952602863311768E+01    0.114648163914680481E+02    0.229782044887542725E+01    0.150241911411285400E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.109238943457603455E+02    0.904545897245407104E+01    0.869847834110260010E+00    0.298521757125854492E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.346408545970916748E+01    0.187352716922760010E+01    0.154532402753829956E+01    0.969056367874145508E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.265141099691390991E+01    0.242073744535446167E+01    0.237523779273033142E+01    0.898816525936126709E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.813998937606811523E+01    0.525403380393981934E+00    0.220609039068222046E+01    0.718986034393310547E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.477325826883316040E+01    0.114430211186408997E+02    0.128050714731216431E+01    0.273143887519836426E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.598017811775207520E+01    0.787290459871292114E+01    0.844797044992446899E+00    0.343654930591583252E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.419440716505050659E+01    0.840353518724441528E+01    0.111621901392936707E+01    0.981223940849304199E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.184419393539428711E+01    0.109112987518310547E+02    0.202618554234504700E+01    0.110863149166107178E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.807606160640716553E+01    0.371023297309875488E+00    0.375732779502868652E-02    0.199204981327056885E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.120501163601875305E+02    0.105185499191284180E+02    0.120112001895904541E+01    0.906663060188293457E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.138590928912162781E+02    0.891786813735961914E-02    0.226280272006988525E+01    0.658594965934753418E-01
    0.249999999999997316E-02   -0.494065645841246544-322    0.636115461587905884E+01    0.950101101398468018E+01    0.145140677690505981E+01    0.597442746162414551E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.464367359876632690E+01    0.930556875467300415E+01    0.230040833353996277E+01    0.214164555072784424E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.571273058652877808E+01    0.108333361744880676E+02    0.840205252170562744E+00    0.107525050640106201E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.542601943016052246E+01    0.124641088843345642E+02    0.186650604009628296E+00    0.347233414649963379E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.340127885341644287E+01    0.886731159687042236E+01    0.126800194382667542E+01    0.449542999267578125E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.148150688409805298E+02    0.570823138952255249E+01    0.199472039937973022E+01    0.549634277820587158E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.172523438930511475E+01    0.802874141931533813E+01    0.203828081488609314E+01    0.707295477390289307E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.127918794751167297E+02    0.505676907300949097E+01    0.158865466713905334E+01    0.337663352489471436E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.222328573465347290E+01    0.782823622226715088E+01    0.150071933865547180E+01    0.238264858722686768E+00
    0.249999999999997316E-02   -0.494065645841246544-322    0.822141587734222412E+01    0.650762617588043213E+01    0.123447358608245850E+01    0.288245677947998047E-01
    0.249999999999997316E-02   -0.494065645841246544-322    0.112563094496726990E+02    0.473408931493759155E+01    0.112608909606933594E+01    0.323261380195617676E+00
