    0.110785387928524526E+01   -0.197585658437596345E+00    0.100145357003298893E+00    0.531172314092298858E+01    0.560284988505689086E+00    0.115661498474652635E+02    0.506612244212410356E+00    0.167577588501627939E+01    0.693598805251710138E+00    0.501212153839498353E+00    0.439450524738058590E+01    0.103872924209768169E+01    0.313799306516042975E+03   -0.109525679961590868E+04
    0.113567645463202238E+01   -0.182033437552559269E+00    0.754873992284292306E-01    0.702854168814590352E+01    0.928574239204482232E+01    0.114707103204552414E+02    0.548433420110845948E+00    0.176848666479152761E+01    0.540300125897794081E+00    0.519480413012401776E+00    0.398986844235426696E+01    0.103942946856800633E+01    0.316650478957239670E+03   -0.109447265692156907E+04
    0.107366342444444185E+01   -0.178389407278029655E+00    0.800215704302805614E-01    0.507688542211487537E+01    0.155063039000893438E+00    0.116041779997776349E+02    0.477649846089870045E+00    0.158247983601484488E+01    0.745454402428986307E+00    0.586303966462130455E+00    0.395772508618943553E+01    0.103905436065177614E+01    0.346097220700438754E+03   -0.109444137896415145E+04
    0.109319937437029546E+01   -0.165949058193486820E+00    0.847105166051892455E-01    0.483279050067843219E+01    0.238773593900845627E+00    0.115274670180281404E+02    0.584077353163780733E+00    0.140840555778288756E+01    0.476243282568760806E+00    0.713613314235762131E+00    0.446443308445274223E+01    0.103891817006436793E+01    0.345213344471032826E+03   -0.109348232244172573E+04
    0.117214613696256520E+01   -0.229040366796800371E+00    0.108720691843141287E+00    0.779839185506072230E+01    0.983603550336540899E-01    0.115134758489151530E+02    0.620057406222858321E+00    0.269131694550088429E+01    0.576875937542403738E+00    0.529795564870357394E+00    0.403538010525657853E+01    0.103881475571629700E+01    0.285146717804957234E+03   -0.109347975064009847E+04
    0.106941360153903497E+01   -0.136548088013440483E+00    0.687234552799273202E-01    0.401864805065974195E+01    0.342217259290433518E+01    0.115124340410594854E+02    0.516478420111533665E+00    0.974259425217730346E+00    0.505857714932798852E+00    0.880963749391285300E+00    0.385364878166139846E+01    0.103925423493240920E+01    0.366210821846988154E+03   -0.109336552497105845E+04
    0.108222476114486299E+01   -0.161614626952265555E+00    0.908619501704662352E-01    0.557371819361995868E+01    0.468403679957686003E-01    0.115057607351333875E+02    0.710154021991302620E+00    0.193801057919224684E+01    0.443537293660595855E+00    0.722509980715969502E+00    0.393493859578596794E+01    0.103889257403900670E+01    0.384011975471937262E+03   -0.109305614540986289E+04
    0.112189604231892548E+01   -0.208388061707156291E+00    0.972782357728723401E-01    0.626928467085182017E+01    0.337183310946495562E+00    0.115513260098084629E+02    0.737660720089289956E+00    0.203865028785410596E+01    0.596238851684569360E+00    0.338272020146951180E+00    0.402618648116808409E+01    0.103895838141985042E+01    0.317407084652582625E+03   -0.109286160276483679E+04
    0.115670040000065799E+01   -0.208743685181774913E+00    0.111049134253832796E+00    0.595684717950470155E+01    0.718349346482644313E-01    0.114734067548184662E+02    0.556871878184517888E+00    0.192722617501407800E+01    0.374575083928016250E+00    0.809858195339648868E+00    0.414466695555107911E+01    0.103908918016256879E+01    0.420353634352026006E+03   -0.109265039641700105E+04
    0.109349791669967344E+01   -0.147150582370661559E+00    0.837702440960542416E-01    0.660751816524612945E+01    0.174351528074025097E+00    0.115752307751426216E+02    0.542276920979171684E+00    0.232770911407875802E+01    0.732108732262063744E+00    0.580615607635556752E+00    0.390276376038318418E+01    0.103917046086797660E+01    0.375113953104524512E+03   -0.109255073180284398E+04
    0.115544592895438059E+01   -0.215268172499430255E+00    0.117144172760692292E+00    0.858340713176073500E+01    0.264166865764762226E-01    0.114547004868835867E+02    0.666912395616400921E+00    0.287169860054061310E+01    0.438891011903210448E+00    0.633236007999744999E+00    0.399171949890709366E+01    0.103898670864792253E+01    0.292368212296320792E+03   -0.109237583470174832E+04
    0.110996028318823825E+01   -0.147014992657983123E+00    0.670483711889098694E-01    0.806157719941995055E+01    0.409751617368378507E-01    0.114771735378310229E+02    0.502358120276636289E+00    0.272285627415160825E+01    0.533305401704572857E+00    0.699237243410137932E+00    0.415300557165288176E+01    0.103890508482922539E+01    0.293261161840450200E+03   -0.109232177931361821E+04
    0.116880119359340107E+01   -0.202699882315848567E+00    0.928251906638860036E-01    0.814947394473372633E+01    0.135834708659034575E+01    0.114126530567994777E+02    0.703875503242800793E+00    0.255510817858624950E+01    0.385295012275857662E+00    0.709282471761813915E+00    0.387134363402311710E+01    0.103935474423342922E+01    0.358309946585684656E+03   -0.109219222941414159E+04
    0.109215157260384310E+01   -0.184971472931609066E+00    0.846719077984457724E-01    0.935095609515309789E+01    0.189483199013627118E-01    0.114685165309283654E+02    0.686837044062339919E+00    0.300647948004034316E+01    0.514032002648920572E+00    0.519984345395728575E+00    0.390881387743908615E+01    0.103943847703831116E+01    0.358506211808403009E+03   -0.109215650762461451E+04
