

    0.208239284384350113E-55    0.322706657946804080E+04    0.110326026097461960E+01    0.117587349364112623E+00   -0.831174084038963923E-01    0.302849552144328243E+03    0.402466764439369513E+03    0.116148988207720212E+02    0.354706950016779710E+00    0.127013861910717529E+01    0.130724514453717955E+01    0.656996263285002380E+00    0.682207229559525796E+01    0.864335785925537392E+00    0.430241039725499490E+03
    0.223768140460995002E-55    0.322691658041314895E+04    0.116001440274714374E+01    0.318928172713145164E-01   -0.153550967975004837E+00    0.341505885257597356E+03    0.169956258785999952E-01    0.116474676167255655E+02    0.121838965763225060E+00    0.195077730372023228E+01    0.157601831678829862E+01    0.898605530723982082E+00    0.603062324948647976E+01    0.853490215444459577E+00    0.430405108876686029E+03
    0.242030318418834621E-55    0.322675352142204065E+04    0.121881673898446063E+01   -0.152786458512182144E+00   -0.930454773979884214E-01    0.443184040290253876E+02    0.107383953627927797E-01    0.111975341547327840E+02    0.359093659879607285E+00    0.463026645818148275E+01    0.718532542334614166E+00    0.940831812601351625E+00    0.859583128209417247E+01    0.847088582959629077E+00    0.216961093187194052E+03
    0.287524807385384927E-55    0.322640287529180523E+04    0.848243644312605016E+00    0.657183007817358500E-01   -0.121783775773608965E+00    0.115556045478032402E+03    0.988939231862739376E+02    0.113134782289100571E+02    0.240938641203634035E+00    0.342378772569181899E+01    0.137689425604912929E+01    0.953959309278135548E+00    0.659397399528946071E+01    0.844841794804317092E+00    0.458326111991028199E+03
    0.297848502726214923E-55    0.322632616977755060E+04    0.102210929331128542E+01   -0.132059285106339002E-01   -0.934013076367532780E-01    0.877394265129313908E+03    0.264402196210897153E-01    0.115604538012259539E+02    0.130884455681419654E+00    0.321926491119324742E+01    0.178358696095134817E+01    0.589864045720514762E+00    0.865166759089635917E+01    0.842549250404592387E+00    0.210885019025664462E+03
    0.318800402282702677E-55    0.322618405546808162E+04    0.103072260568455887E+01   -0.680738745344013629E-01   -0.164126461133842744E+00    0.585617446927901852E+01    0.248940877839737493E-01    0.116293531325993662E+02    0.195219728665047554E+00    0.186046564834410022E+01    0.170463560211000575E+01    0.585128910149838810E+00    0.735893269691860041E+01    0.852337832158663655E+00    0.183404202006302796E+03
    0.357706733477911999E-55    0.322594760509856951E+04    0.120850045929608019E+01   -0.203091583426011878E-01   -0.264270380337212452E+00    0.353198177640396352E+03    0.287636422211643705E+00    0.116089770186615908E+02    0.101039492882969595E+00    0.322137558382780398E+01    0.188315898631879031E+01    0.520838686253098260E+00    0.852296098768048260E+01    0.827184492771360524E+00    0.301673473236893301E+03
    0.393090717571217803E-55    0.322575279735584354E+04    0.115085875445378072E+01   -0.717611050603006711E-02   -0.252947674050196192E+00    0.127268523206065769E+02    0.483351685031688305E+01    0.113516312707750107E+02    0.247147954902814271E+00    0.385193808588877351E+01    0.144229847021891433E+01    0.697741334004781666E+00    0.926964527132537519E+01    0.849875160971945820E+00    0.479624845170973231E+03
    0.475312156127197292E-55    0.322536678082920844E+04    0.113971168899743969E+01   -0.267646318578777624E-01   -0.171341292008756918E+00    0.178771220284483654E+02    0.258748273841555445E+02    0.112859304222126902E+02    0.106036474911608544E+00    0.141587213870537876E+01    0.109779626207761050E+01    0.923745773010810733E+00    0.789649258518675889E+01    0.826536300398998058E+00    0.559977847612847857E+01
    0.474829603175622946E-55    0.322536265848198946E+04    0.995722399525344914E+00    0.568019816379027945E-01   -0.274242440818424138E+00    0.388890988543003999E+02    0.407573806536371930E+00    0.113826361276399783E+02    0.102286414609307152E+00    0.986398857375022642E+00    0.107697963989512147E+01    0.914871973730101540E+00    0.863030560285995563E+01    0.861047535957817800E+00    0.580277430007870407E+03
