    0.115425602302588648E+01    0.419417732028119550E+00    0.126319385409978974E+00    0.674520708352912468E+01    0.172746893940937474E+01    0.137983903884887695E+02    0.117156446985417384E+00    0.968828469514846802E+01    0.137192344665527344E+01    0.149344761779686852E+01    0.864956357222686023E+01    0.881444033950654293E+00    0.127406343532530197E+01   -0.999000000000000022+100   -0.599146350544150419E+01    1
    0.109334284576222318E+01    0.224374571632556391E+00   -0.203280976871224206E+00    0.944245579744694282E+03    0.147043905989809719E-01    0.263366556167602539E+01    0.524023577524976303E+00    0.149587029218673706E+02    0.150386202335357666E+01    0.860058416992406483E+00    0.140466401849425093E+01    0.906861616259790781E+00    0.194658503930226345E+01   -0.999000000000000022+100   -0.599396350544151169E+01    1
    0.805802768269777703E+00    0.158741279280650766E+00   -0.957922871579100221E-01    0.882267721383204844E+02    0.519850810062172144E+02    0.998299765586853027E+01    0.234420642791991068E+00    0.946876198053359985E+01    0.481504917144775391E+00    0.735340342487721510E+00    0.129193985005563849E+01    0.859152314961113883E+00    0.437675826680003155E+01   -0.999000000000000022+100   -0.599646350544151474E+01    1
    0.993685473537341823E+00    0.371843983312237780E+00   -0.367250219592728633E+00    0.291167833780534235E+00    0.385137135972577596E+03    0.166141784191131592E+01    0.141969449313079005E+00    0.140627816319465637E+02    0.195309209823608398E+01    0.100825631992927001E+01    0.980106936362001235E+01    0.873448453088411125E+00    0.321811190475401304E+03   -0.999000000000000022+100   -0.599896350544151957E+01    1
    0.715409958891643827E+00    0.121456911166502896E+00   -0.108913289597926451E-01    0.830717658059428432E+00    0.736597796493715578E+02    0.138518211841583252E+02    0.270534287168406051E+00    0.125942739844322205E+02    0.225843071937561035E+00    0.768966495023226226E+00    0.592290934800860214E+01    0.971509020288743752E+00    0.514079451491184386E+03   -0.999000000000000022+100   -0.600146350544151552E+01    1
    0.936810961979874013E+00   -0.700645927584003098E-01    0.269746872658880144E+00    0.154248023176339586E+03    0.277340243934136454E+01    0.764254856109619141E+01    0.548302944896999822E+00    0.869638323783874512E+01    0.356614708900451660E+00    0.747320001435881287E+00    0.221493200347147923E+01    0.839720160979405827E+00    0.369262383967255161E+02   -0.999000000000000022+100   -0.600396350544151858E+01    1
    0.806688996853107909E+00   -0.424709088957194780E+00    0.352032262097859705E+00    0.235430620876014296E-01    0.101166982811481532E+02    0.775136113166809082E+01    0.264794869574023040E+00    0.142534777522087097E+02    0.344676971435546875E+00    0.750415846424643096E+00    0.217202087357847695E+01    0.916127173165476982E+00    0.367636885184589772E+02   -0.999000000000000022+100   -0.600646350544151630E+01    1
    0.992738844452523916E+00   -0.412962956821210092E-01    0.299276947446528163E-01    0.259821197512069002E-01    0.977333948222399718E-01    0.280162501335144043E+01    0.341801963148434140E+00    0.104120671749114990E+02    0.519626379013061523E+00    0.711021829849786569E+00    0.385190314848297533E+01    0.902723211098925171E+00    0.152589925263304238E+01   -0.999000000000000022+100   -0.600896350544152469E+01    1
    0.772573387637064291E+00    0.677990250848743703E-01    0.350374873262959130E+00    0.115147623253702491E+01    0.315426003123986220E+03    0.661021518707275391E+01    0.166676743496132418E+01    0.650581151247024536E+01    0.646103262901306152E+00    0.909882277245646076E+00    0.486925956351220179E+01    0.925045964096017692E+00    0.256513055114093369E+01   -0.999000000000000022+100   -0.601146350544151886E+01    1
    0.776476767565282278E+00    0.145982609487858850E+00    0.842553943249376991E-01    0.356839766940988046E+01    0.797170769786455509E+02    0.999210000038146973E+01    0.274775161341998420E+00    0.733802765607833862E+01    0.143447351455688477E+01    0.832863003122229273E+00    0.414405775409421029E+01    0.878256821628151996E+00    0.138557276518056192E+02   -0.999000000000000022+100   -0.601396350544150859E+01    1
    0.122939567425446272E+01   -0.323514449330281229E+00    0.812911686858939359E-01    0.906573217963023426E-01    0.107698081219841178E-01    0.849039340019226074E+01    0.397614123037669576E+00    0.612952619791030884E+01    0.964689254760742188E-02    0.598496280762139676E+00    0.167112887740790250E+01    0.974995655133648165E+00    0.562335305307067568E+01   -0.999000000000000022+100   -0.601646350544151520E+01    1
    0.991710601703947758E+00    0.216589447049544054E+00   -0.323751792533335192E+00    0.212083951647194660E+02    0.107573726627473842E+02    0.230528688430786133E+01    0.282679106289533910E+00    0.625582337379455566E+01    0.130926787853240967E+01    0.425120338326178349E+00    0.492613098751544332E+01    0.102113957483807360E+01    0.240964067636175328E+01   -0.999000000000000022+100   -0.601896350544151559E+01    1
