

    0.100136306958426993E-98    0.170375518198076270E+04    0.648605053136806498E+00    0.166876627473444172E+00    0.544877493221543954E-01    0.137796671031075707E+00    0.218930962460451672E+01    0.102963557178316947E+02    0.116823618851635724E+01    0.201494462659521201E+01    0.182956919875639046E+01    0.547869305784116745E+00    0.615170875087848046E+01    0.862656051882382924E+00    0.655841643667648327E+03
    0.124985565782073900E-98    0.170330685012185290E+04    0.822656379107095548E+00    0.256267483028429610E+00    0.184133814546916352E+00    0.605273033261366167E+00    0.247043623462501437E-01    0.101564440035806971E+02    0.108323354993872634E+00    0.603406104953088018E+01    0.106398138273342213E+01    0.607403620704527691E+00    0.737620135648368525E+01    0.896647504241115723E+00    0.476955045815614742E+01
    0.139959024898689864E-98    0.170307554723468479E+04    0.144153355525472859E+01    0.210452046439808582E+00    0.223456213947008930E+00    0.132258708294768407E+00    0.371178947420093552E-01    0.104290385891381518E+02    0.102788271084905319E+00    0.376753572492501654E+01    0.140383776743039768E+01    0.407979799500946150E+00    0.728769694347987329E+01    0.909179983439021511E+00    0.237926156012542776E+03
    0.151115271107325587E-98    0.170291716077483215E+04    0.911585637143090599E+00    0.386567730622091432E+00    0.591458968062591184E-01    0.191221611665777530E+00    0.218647077691619586E+03    0.103743800519302933E+02    0.190086764880502967E+00    0.173370718045216154E+01    0.137503190360876326E+01    0.652814460811611430E+00    0.602775810763606579E+01    0.918696594867748240E+00    0.270812954059565385E+02
    0.153419024033724483E-98    0.170288190084141729E+04    0.109349389140497499E+01    0.131778267597921050E+00    0.452368769580804991E-01    0.198632553910006102E-01    0.182932366248679273E+03    0.104699857760169710E+02    0.119452939753939424E+01    0.167779667624534601E+01    0.167882212258271424E+01    0.337782373552580450E+00    0.494742382445441908E+01    0.898088857028724874E+00    0.427226154603358168E+02
    0.223657795715597518E-98    0.170212301226356180E+04    0.116507687263432724E+01    0.153046788149706514E+00    0.237726689584021218E-01    0.923886643389208173E-01    0.335527842326795467E+01    0.104994049270328542E+02    0.137480653312345630E+00    0.449876528518179697E+01    0.184256521450897082E+01    0.392988818475460910E+00    0.721373216842612575E+01    0.100365790346847494E+01    0.178598025028235924E+03
    0.223249892527260993E-98    0.170212166315892409E+04    0.649773118298381247E+00    0.255377908369687379E+00    0.177643948642490279E+00    0.153026326485913722E+01    0.157884722532298599E+00    0.104821456256767611E+02    0.526818227825641472E+00    0.190278081401892751E+01    0.152412700772078935E+01    0.438627780461174399E+00    0.373135173268748144E+01    0.894540109790648796E+00    0.664876209971690400E+03
    0.246990148460137771E-98    0.170191454973352370E+04    0.100892641883766032E+01    0.148753587485890820E+00    0.149142514950431321E+00    0.862746500969409302E+00    0.190246269497997877E+01    0.998697543585571346E+01    0.154187187228728440E+01    0.362377116157713353E+01    0.828781799483022219E+00    0.582867899116038091E+00    0.773000968844492586E+01    0.886820616306780996E+00    0.731944396733474491E+03
    0.246456848766758290E-98    0.170191387279074388E+04    0.891849748095765227E+00    0.193394993450353075E+00   -0.869231556691221346E-01    0.257821520327196130E+00    0.211305320760626216E+03    0.101618501003285431E+02    0.713602268702828169E+00    0.163346594725230920E+01    0.106669904978869701E+01    0.693685058469881044E+00    0.556259686081665539E+01    0.859080543932144058E+00    0.323332045846036749E+03
    0.255547071858841449E-98    0.170183643338172374E+04    0.758884276453441808E+00    0.258494347200513730E+00   -0.144545777480879906E+00    0.352869368153441276E+00    0.155197613046719241E+01    0.102258208936228883E+02    0.368142465736991387E+00    0.248499639916766091E+01    0.156119355097810897E+01    0.448763765797653869E+00    0.633517148304241928E+01    0.891150477459948687E+00    0.226888638776216453E+03
    0.269733946252873676E-98    0.170172337445775634E+04    0.895539357311811779E+00    0.904596488503763424E-01    0.231417632936482126E+00    0.649919332168330810E-01    0.107853778786846266E+00    0.105261414589501907E+02    0.101218147312101969E+01    0.240270073908678139E+01    0.134351979020280199E+01    0.456259403346272130E+00    0.623014285898229492E+01    0.973444034000781611E+00    0.314966524297857234E+03
    0.313925060230842828E-98    0.170141493804415768E+04    0.845190643298041611E+00    0.256667322155662569E+00   -0.134671650903713136E+00    0.797822053161843758E+01    0.453243795393267224E+01    0.967440989918876859E+01    0.123163639117883791E+00    0.559265762428917323E+01    0.622645847889342963E+00    0.621051750752247056E+00    0.635146864967209357E+01    0.960319182940849281E+00    0.579699799054970413E+03
    0.356949647681600917E-98    0.170115305717778847E+04    0.967525801977003663E+00    0.260897947619089521E+00   -0.117887630609676570E-01    0.302869927000937900E+00    0.120232185250638977E+03    0.101298232820583820E+02    0.134823116600071374E+00    0.204514136343612130E+01    0.107125145421144174E+01    0.709984321716780054E+00    0.722217947712965547E+01    0.903589528186719004E+00    0.187023258324548847E+01
    0.468986196002004839E-98    0.170060209996527215E+04    0.123767584969953925E+01    0.380683211208999672E+00   -0.954634046612781728E-01    0.368090476186889309E-01    0.320061844796415917E+00    0.102878541284021843E+02    0.150998200682058359E+01    0.258624835994795177E+01    0.109341524341969221E+01    0.366402255911785324E+00    0.763501706958328086E+01    0.867739325209688883E+00    0.534095623506475704E+03
    0.484333701138398745E-98    0.170053269836702202E+04    0.121346046862333545E+01    0.184252509648951540E+00    0.103357421818150649E+00    0.169328899026545132E+00    0.131540840531881031E+00    0.107053101943375211E+02    0.443440584989530151E+00    0.747312286830843719E+00    0.154938803872508024E+01    0.442381516855782586E+00    0.678410673418059407E+01    0.962909769366200763E+00    0.643875133797685777E+02
    0.620324922322907528E-98    0.170003275981758316E+04    0.912957340223991665E+00    0.163523795348089640E+00    0.234961766907179792E+00    0.848624467188324183E+00    0.187472049059966714E+02    0.102587021354004460E+02    0.462591980484990617E+00    0.109367152137053281E+01    0.112297603915710908E+01    0.315717477915174238E+00    0.612474689169036779E+01    0.883782143784380136E+00    0.484768718839440851E+03
    0.623543117825197258E-98    0.170001741080119518E+04    0.974130005505917551E+00    0.268790789688160170E+00    0.617368738822742166E-01    0.179262665502557150E+00    0.686874440846495986E+02    0.105849161306224353E+02    0.195807235265399204E+01    0.135769942576293534E+01    0.138912297671984764E+01    0.521828357718061353E+00    0.685598935251745356E+01    0.897211055675980140E+00    0.489494082389584833E+03
    0.139285963559414691E-97    0.169840501822645092E+04    0.764552912147990593E+00    0.306124446339984535E+00    0.128236590450487246E-01    0.796430359633298224E+00    0.113895576500292364E+03    0.105073132911811840E+02    0.331093649580231297E+00    0.240186617980983108E+01    0.182649136902136955E+01    0.510380029061549334E+00    0.722822280654214655E+01    0.914265469546740595E+00    0.321174124161525398E+02
    0.159068210307238325E-97    0.169813441023790551E+04    0.846341819204165957E+00    0.270137989643468357E+00    0.194244309250387381E+00    0.169877860460534907E+00    0.934373380174260970E-01    0.104281423028556901E+02    0.152320342480032123E+01    0.583700111137801736E+00    0.161725384322806276E+01    0.457158124246962561E+00    0.460842444122148809E+01    0.805812568164351650E+00    0.150911248970174853E+03
    0.159271907547189004E-97    0.169812685074563501E+04    0.116150323295421720E+01    0.287526168142625160E+00   -0.145680215965720866E+00    0.135653193459017191E+00    0.205281168501005169E+02    0.105007676331457027E+02    0.179121792890929526E+00    0.244338180944646499E+01    0.178096630155398916E+01    0.567651293554205072E+00    0.470804306576661169E+01    0.878812960529321230E+00    0.317145598496548700E+03
    0.169750110585183573E-97    0.169799442161385196E+04    0.137206704220621267E+01    0.264324432317168123E+00    0.122549678328608719E+00    0.195980334434966458E+00    0.661216590256644809E+00    0.106827084336832794E+02    0.275241385659115712E+00    0.552801257791214265E-01    0.159799078769153091E+01    0.520598210950459217E+00    0.701685395064043238E+01    0.880663836071033046E+00    0.380145134224119886E+03
    0.179225098267206964E-97    0.169788079135359044E+04    0.101102356043260078E+01    0.266147308172832886E+00    0.193240158681624724E+00    0.463867187455458740E+01    0.174938079096720239E+00    0.104963214320956801E+02    0.145287068932429458E+00    0.364373500416087026E+01    0.889200681437638640E+00    0.499737435160738652E+00    0.646473195673359236E+01    0.938908945908864867E+00    0.172279883833733294E+03
