    0.134117730711640659E+01    0.315534131891649750E+00    0.320128031296245030E+01    0.115348641315292966E+02    0.861482012874027148E+00    0.249379667431408117E-01    0.218085995439905256E+01    0.632291514299740509E+00    0.267112653519143464E+03   -0.627017143063506501E+04
    0.134502081769155968E+01    0.306663875209742365E+00    0.331357054813699703E+01    0.115313415463542430E+02    0.858847865916872122E+00    0.721054166901904103E-01    0.216634813250034108E+01    0.632318625607258711E+00    0.255588781220961408E+03   -0.627111288257905744E+04
    0.134777583620630770E+01    0.307760666601861577E+00    0.341414314467398272E+01    0.115374596753512115E+02    0.878543009178824330E+00    0.458424344659756414E-01    0.218788655739071070E+01    0.632318964257081784E+00    0.255078868626751159E+03   -0.626944565707750462E+04
    0.134628188248094283E+01    0.319069449316267295E+00    0.330474316947975089E+01    0.115385189243362234E+02    0.864121608335864599E+00    0.422849164239810643E-01    0.221782512255352460E+01    0.632259529702236756E+00    0.256200765959455168E+03   -0.626857282765063610E+04
    0.134628188248094283E+01    0.319069449316267295E+00    0.330474316947975089E+01    0.115385189243362234E+02    0.864121608335864599E+00    0.422849164239810643E-01    0.221782512255352460E+01    0.632259529702236756E+00    0.256200765959455168E+03   -0.626857282765063610E+04
    0.135367775135028756E+01    0.304159002573032300E+00    0.335292128804660017E+01    0.115349000017884045E+02    0.866275374966345768E+00    0.474115342901311534E-01    0.221262248866411637E+01    0.632326724376736649E+00    0.257317858051055168E+03   -0.626894344459593776E+04
    0.135367775135028756E+01    0.304159002573032300E+00    0.335292128804660017E+01    0.115349000017884045E+02    0.866275374966345768E+00    0.474115342901311534E-01    0.221262248866411637E+01    0.632326724376736649E+00    0.257317858051055168E+03   -0.626894344459593776E+04
    0.134725114985566274E+01    0.306408148943849490E+00    0.328494631575689988E+01    0.115340075527877399E+02    0.872813641426722020E+00    0.107827069355130756E+00    0.218247143674382382E+01    0.632306426000054045E+00    0.253122563644444995E+03   -0.626877204883498689E+04
    0.134725114985566274E+01    0.306408148943849490E+00    0.328494631575689988E+01    0.115340075527877399E+02    0.872813641426722020E+00    0.107827069355130756E+00    0.218247143674382382E+01    0.632306426000054045E+00    0.253122563644444995E+03   -0.626877204883498689E+04
    0.134725114985566274E+01    0.306408148943849490E+00    0.328494631575689988E+01    0.115340075527877399E+02    0.872813641426722020E+00    0.107827069355130756E+00    0.218247143674382382E+01    0.632306426000054045E+00    0.253122563644444995E+03   -0.626877204883498689E+04
    0.136008502082306393E+01    0.301711591210934216E+00    0.334261791046798251E+01    0.115379158355798310E+02    0.880367511670703595E+00    0.937991344792113019E-01    0.222746298291244571E+01    0.632261283481334257E+00    0.261805240633772314E+03   -0.627088322068203888E+04
    0.135214424950228151E+01    0.317157597554217241E+00    0.339063458319715005E+01    0.115379866076315309E+02    0.853927122088162349E+00    0.132250026657929412E-01    0.225255223598342758E+01    0.632258565901977931E+00    0.259666179077675906E+03   -0.627121679923284228E+04
    0.135349147789819191E+01    0.304128472141228123E+00    0.333535610559902773E+01    0.115343630902907535E+02    0.867368894115837508E+00    0.832589250955151350E-01    0.223484262454170901E+01    0.632318074581475598E+00    0.250953090574823477E+03   -0.627127712459745635E+04
    0.134910042518429019E+01    0.302290397770941688E+00    0.347813797976876860E+01    0.115340723853085834E+02    0.873987763064765777E+00    0.104148308772804260E+00    0.225117043317761567E+01    0.632247957875812228E+00    0.263827975921806967E+03   -0.626917487541401533E+04
    0.134669922485875881E+01    0.309710404874613099E+00    0.352357239228107710E+01    0.115363561454324852E+02    0.872929953736853337E+00    0.334417882942032035E-01    0.222716070195806681E+01    0.632279201391922063E+00    0.272566903964876815E+03   -0.627020355423447927E+04
    0.134115940847315041E+01    0.284732772347315199E+00    0.351678419573525813E+01    0.115287424827794354E+02    0.898726611697247879E+00    0.938073107785806354E-01    0.226205289150656741E+01    0.632255602254448323E+00    0.262836560650762294E+03   -0.627257753777777089E+04
    0.135513255632122975E+01    0.287585315568770983E+00    0.337347242242462464E+01    0.115313402234581073E+02    0.890509520498666052E+00    0.129154087861925448E+00    0.219248620807958616E+01    0.632255996827004174E+00    0.255321923012582147E+03   -0.627022241485423183E+04
    0.134025838322375779E+01    0.299245305911528536E+00    0.301744180218820057E+01    0.115308471504674728E+02    0.889532234593856663E+00    0.548704417022878657E-01    0.222076866962381336E+01    0.632285201536764818E+00    0.261489430667596991E+03   -0.627128468611438075E+04
    0.134938964738900102E+01    0.308529633746496723E+00    0.354083978604150218E+01    0.115312967561147452E+02    0.871348110015518484E+00    0.230340800933591910E+00    0.221645055453830597E+01    0.632241591378623347E+00    0.254765468210337161E+03   -0.627355193161269835E+04
    0.135312948806951883E+01    0.288387549622767470E+00    0.337957724268784920E+01    0.115330106314646255E+02    0.893537740957587867E+00    0.323114692341300858E-01    0.219463723694887802E+01    0.632306174431743528E+00    0.266061372573573408E+03   -0.626770894949908507E+04
    0.135312948806951883E+01    0.288387549622767470E+00    0.337957724268784920E+01    0.115330106314646255E+02    0.893537740957587867E+00    0.323114692341300858E-01    0.219463723694887802E+01    0.632306174431743528E+00    0.266061372573573408E+03   -0.626770894949908507E+04
    0.135312948806951883E+01    0.288387549622767470E+00    0.337957724268784920E+01    0.115330106314646255E+02    0.893537740957587867E+00    0.323114692341300858E-01    0.219463723694887802E+01    0.632306174431743528E+00    0.266061372573573408E+03   -0.626770894949908507E+04
    0.135312948806951883E+01    0.288387549622767470E+00    0.337957724268784920E+01    0.115330106314646255E+02    0.893537740957587867E+00    0.323114692341300858E-01    0.219463723694887802E+01    0.632306174431743528E+00    0.266061372573573408E+03   -0.626770894949908507E+04
    0.135312948806951883E+01    0.288387549622767470E+00    0.337957724268784920E+01    0.115330106314646255E+02    0.893537740957587867E+00    0.323114692341300858E-01    0.219463723694887802E+01    0.632306174431743528E+00    0.266061372573573408E+03   -0.626770894949908507E+04
